datetime;open;high;low;close;volume
2020-12-17;128.89999;129.58000;128.03999;128.70000;94359800
2020-12-16;127.41000;128.37000;126.56000;127.81000;98208600
2020-12-15;124.34000;127.90000;124.13000;127.88000;157572300
2020-12-14;122.60000;123.35000;121.54000;121.78000;79184500
2020-12-11;122.43000;122.76000;120.55000;122.41000;86939800
2020-12-10;120.50000;123.87000;120.15000;123.24000;81312200
2020-12-09;124.53000;125.95000;121.00000;121.78000;115089200
2020-12-08;124.37000;124.98000;123.09000;124.38000;82225500
2020-12-07;122.31000;124.57000;122.25000;123.75000;86712000
2020-12-04;122.60000;122.86000;121.52000;122.25000;78260400
2020-12-03;123.52000;123.78000;122.21000;122.94000;78967600
2020-12-02;122.02000;123.37000;120.89000;123.08000;89004200
2020-12-01;121.01000;123.47000;120.01000;122.72000;128166800
2020-11-30;116.97000;120.97000;116.81000;119.05000;169410200
2020-11-27;116.57000;117.49000;116.22000;116.59000;46691300
2020-11-25;115.55000;116.75000;115.17000;116.03000;76499200
2020-11-24;113.91000;115.85000;112.59000;115.17000;113874200
2020-11-23;117.18000;117.62000;113.75000;113.85000;127959300
2020-11-20;118.64000;118.77000;117.29000;117.34000;73604300
2020-11-19;117.59000;119.06000;116.81000;118.64000;74113000
2020-11-18;118.61000;119.82000;118.00000;118.03000;76322100
2020-11-17;119.55000;120.67000;118.96000;119.39000;74271000
2020-11-16;118.92000;120.99000;118.15000;120.30000;91183000
2020-11-13;119.44000;119.67000;117.87000;119.26000;81581900
